,Bathrooms,Bedrooms,Fibre Internet,Floor Size,Garages,Listing Date,Listing Number,Price,Town,Type of Property,Erf Size,Garden,Parking,Pool,Pet Friendly,No Pets Allowed,Secure Parking,Furnished,Flatlet,ADSL Internet,Furnished (Optional),Satellite Internet,Fixed WiMax Internet
676,1.0,2.0,,57 m²,,05 June 2020,108713140,2100000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
677,2.0,3.0,,125 m²,1.0,03 August 2020,108944220,3350000.0000,"Constantia, Cape Town",House,306 m²,1.0,2.0,,,,,,,,,,
678,2.0,1.0,,58 m²,,16 July 2020,108876171,1795000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
679,2.0,2.0,,80 m²,1.0,09 June 2020,108721403,1550000.0000,"76 Sir Lowry Road, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
680,2.0,3.0,,122 m²,,14 May 2020,108663372,12995000.0000,"Mouille Point, Cape Town",Apartment / Flat,,1.0,1.0,1.0,,1.0,,,,,,,
681,2.0,4.0,,,,14 August 2020,108987660,2000000.0000,"Observatory, Cape Town",House,167 m²,,,,,,,,1.0,,,,
682,1.5,2.0,,115 m²,,29 July 2020,108927052,2499999.0000,"Kenilworth, Cape Town",Townhouse,,1.0,2.0,,,,,,,,,,
683,2.5,2.0,,,,10 June 2020,108730047,4300000.0000,"6 Lingen Street, Gardens, Cape Town",House,174 m²,1.0,,,,,,,,,,,
684,5.0,6.0,1.0,,2.0,10 June 2020,108729229,3999000.0000,"9 Van Schalkwyk Road, Rondebosch East, Cape Town",House,446 m²,1.0,,1.0,,,,,,,,,
685,1.5,3.0,,144 m²,,04 August 2020,108945610,4495000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
686,1.0,2.0,,86 m²,1.0,16 July 2020,108878841,1795000.0000,"Bergvliet, Cape Town",Apartment / Flat,,,,,,,,,,,,,
687,1.0,1.0,,80 m²,,15 May 2020,106317302,4250000.0000,"15 Gorleston Road, Fresnaye, Cape Town",Apartment / Flat,110 m²,1.0,1.0,,1.0,,,,,,,,
688,1.5,2.0,,111 m²,,03 August 2020,108942671,2999999.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,1.0,,,1.0,1.0,,,,
689,1.0,0.5,,31 m²,,12 August 2020,108978149,850000.0000,"Observatory, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
690,1.0,2.0,,59 m²,,27 July 2020,108916358,2160000.0000,"8 Harfield Road, Claremont, Cape Town",Apartment / Flat,59 m²,,,,,,,,,,,,
691,1.0,0.5,1.0,40 m²,,04 August 2020,106779058,1300000.0000,"Mowbray, Cape Town",Apartment / Flat,40 m²,1.0,1.0,,,1.0,,,,,1.0,,
692,4.0,5.0,,,2.0,13 August 2020,108985001,6995000.0000,"Constantia, Cape Town",House,1 412 m²,,2.0,,,,,,,,,,
693,1.0,1.0,,67 m²,1.0,13 August 2020,108985404,2495000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
694,2.5,2.0,,178 m²,,17 May 2020,108667023,19995000.0000,"46 Victoria Road, Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,,,
695,1.0,3.0,,140 m²,,19 June 2020,108780309,1895000.0000,"4 Driver Street, Lakeside, Cape Town",Townhouse,250 m²,1.0,2.0,,1.0,,,,,,,,
696,1.0,3.0,1.0,116 m²,1.0,18 May 2020,108650421,3100000.0000,"3 Military Rd, Tamboerskloof, Cape Town",Apartment / Flat,116 m²,1.0,,,1.0,,,,,,,,
697,2.0,2.0,,81 m²,,18 August 2020,108999858,3500000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,,,
698,2.0,4.0,,,3.0,30 July 2020,108933079,3650000.0000,"Woodstock, Cape Town",House,318 m²,,,,1.0,,,,,,,,
699,1.5,3.0,,111 m²,,03 August 2020,108942670,3150000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,1.0,,,,,,,,
700,1.0,2.0,,46 m²,,31 July 2020,108936063,2350000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
701,2.0,2.0,,61 m²,,03 August 2020,108941376,2600000.0000,"Woodstock, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
702,2.0,3.0,,230 m²,2.0,14 July 2020,108866743,14900000.0000,"Sea Point, Cape Town",Apartment / Flat,350 m²,1.0,,1.0,,,,1.0,,,,,
703,4.0,4.0,,,,28 July 2020,108923573,4795000.0000,"17 Alphonse Way, Tokai, Cape Town",House,716 m²,,5.0,,,,,,,,,,
704,1.0,2.0,,55 m²,,30 July 2020,108931373,700000.0000,"Erica Township, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
705,1.0,2.0,,,,25 August 2020,109026566,2595000.0000,"Woodstock, Cape Town",House,,,,,1.0,,,,,,,,
706,1.0,,,42 m²,,21 August 2020,109014122,1590000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
707,1.0,2.0,,76 m²,,07 August 2020,108963979,2650000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
708,2.0,4.0,,,2.0,22 June 2020,108785389,15995000.0000,"107 Zwaanswyk Road, Zwaanswyk, Cape Town",House,4 755 m²,1.0,,1.0,,,8.0,,,,,,
709,2.0,2.0,,95 m²,,12 August 2020,108978287,3550000.0000,"Green Point, Cape Town",Apartment / Flat,,,2.0,,,1.0,,,,,,,
710,1.0,2.0,,,,06 August 2020,108957883,3500000.0000,"Newlands, Cape Town",House,206 m²,,1.0,,,,,,,,,,
711,1.0,2.0,1.0,,,10 August 2020,108969722,860000.0000,"14 Sunrise Boulevard, Costa Da Gama, Cape Town",Apartment / Flat,45 m²,,1.0,1.0,,,,,,,,,
712,4.0,5.0,,469 m²,2.0,24 May 2019,107532293,17950000.0000,"114 Rathfelder Avenue, Constantia, Cape Town",House,1 521 m²,,6.0,1.0,1.0,,,,1.0,,,,
713,1.0,2.0,1.0,,,01 September 2020,109052691,1295000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,,,,,,,,,,
714,3.0,3.0,,,,17 August 2020,108995974,1495000.0000,"31 Willams Avenue, Grassy Park, Cape Town",House,,1.0,3.0,,,,1.0,,1.0,,,,
715,1.0,4.0,,,,18 August 2020,109002768,1990000.0000,"Observatory, Cape Town",House,262 m²,,1.0,,,,,,,,,,
716,1.0,2.0,,79 m²,1.0,17 June 2020,108771484,1595000.0000,"43 1st Avenue, Kenilworth, Cape Town",Apartment / Flat,5 592 m²,,1.0,,1.0,,,,,,,,
717,2.5,4.0,,,3.0,03 July 2020,108829739,6999000.0000,"1 Constantiaberg Close, Constantia, Cape Town",House,2 183 m²,,,,,,2.0,,,,,,
718,1.0,6.0,,,2.0,01 September 2020,109051768,2500000.0000,"Surrey Estate, Cape Town",House,480 m²,,,,,,,,,,,,
719,2.5,3.0,,,,05 August 2020,108954528,1995000.0000,"Wynberg, Cape Town",House,215 m²,1.0,2.0,,,,,,,,,,
720,1.0,2.0,,45 m²,,16 July 2020,108878185,935000.0000,"Muizenberg, Cape Town",Apartment / Flat,,,,1.0,,,1.0,,,,,,
721,1.0,2.0,,,,30 July 2020,108933253,2200000.0000,"Mowbray, Cape Town",House,122 m²,,,,1.0,,,,,,,,
722,1.0,2.0,,80 m²,,27 July 2020,108917329,1525000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
723,1.0,2.0,1.0,,,04 June 2020,108709933,2900000.0000,"103 Roodebloem Road, Woodstock, Cape Town",House,149 m²,1.0,1.0,,,,,,,,,,
724,2.0,2.0,,130 m²,,12 May 2020,108658931,6600000.0000,"7 Thornhill Road, Green Point, Cape Town",Apartment / Flat,,,2.0,,,,,,,,,,
725,5.0,5.0,,,3.0,13 August 2020,108985025,7250000.0000,"Constantia, Cape Town",House,1 425 m²,1.0,4.0,,,,,,,,,,
726,1.0,2.0,,83 m²,1.0,30 June 2020,108817441,2550000.0000,"Gardens, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
727,1.0,1.0,,38 m²,,27 July 2020,108916322,1367000.0000,"8 Harfield Road, Claremont, Cape Town",Apartment / Flat,38 m²,,,,,,,,,,,,
728,1.0,2.0,,90 m²,1.0,14 July 2020,108867454,1795000.0000,"Pinelands, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
729,1.0,1.0,1.0,56 m²,,29 May 2020,108692059,2135000.0000,"9 Boundary Road, Green Point, Cape Town",Apartment / Flat,56 m²,,1.0,,1.0,,,,,,,,
730,5.5,5.0,,550 m²,2.0,23 May 2020,104497481,8950000.0000,"3 Constantiaberg Close, Constantia, Cape Town",House,2 124 m²,,7.0,1.0,1.0,,,,,,,,
731,2.0,2.0,,122 m²,2.0,27 July 2020,108917245,4600000.0000,"Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
732,2.0,3.0,,127 m²,1.0,21 July 2020,108893616,3750000.0000,"Kenilworth Upper, Cape Town",Townhouse,160 m²,1.0,,,,,1.0,,,,,,
733,2.0,3.0,,127 m²,1.0,18 June 2020,108774548,2780000.0000,"Park Island Way, Marina Da Gama, Cape Town",House,525 m²,1.0,,,,,,,,,,,
734,3.0,5.0,,,2.0,15 August 2020,108990960,5250000.0000,"Constantia, Cape Town",House,1 499 m²,1.0,3.0,,,,,,,,,,
735,3.0,3.0,,,,17 August 2020,108995974,1495000.0000,"31 Willams Avenue, Grassy Park, Cape Town",House,,1.0,3.0,,,,1.0,,1.0,,,,
736,1.0,3.0,,,1.0,12 August 2020,108977558,650000.0000,"Belhar, Cape Town",House,180 m²,,,,,,,,,,,,
737,2.5,4.0,,190 m²,2.0,10 June 2020,108727659,3200000.0000,"1 Cornwall Place, Kenilworth Upper, Cape Town",Apartment / Flat,190 m²,,,,,,,,,,,,
738,1.0,2.0,,60 m²,,27 July 2020,108916093,2160000.0000,"8 Harfield Road, Claremont, Cape Town",Apartment / Flat,60 m²,,,,,,,,,,,,
739,1.0,6.0,,,2.0,01 September 2020,109051768,2500000.0000,"Surrey Estate, Cape Town",House,480 m²,,,,,,,,,,,,
740,1.0,3.0,,,,17 August 2020,108995558,1850000.0000,"Kensington, Cape Town",House,,,,,,,,,1.0,,,,
741,2.0,3.0,,,,31 July 2020,108935661,2475000.0000,"Observatory, Cape Town",House,215 m²,1.0,1.0,,,,,,,,,,
742,1.0,2.0,,92 m²,,13 July 2020,108863481,1995000.0000,"4 Birmingham Road, Plumstead, Cape Town",Apartment / Flat,,1.0,,1.0,,,,,,,,,
743,1.0,1.0,,37 m²,,22 July 2020,108898174,999000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
744,1.0,1.0,1.0,70 m²,,05 August 2020,108953187,6382500.0000,"Gulmarn, Dock Road, Waterfront, Cape Town",Apartment / Flat,,,2.0,,,1.0,,1.0,,,,,
745,2.5,2.0,,159 m²,,14 May 2020,108663747,12200000.0000,"212 Juliette, Dock Road, Waterfront, Cape Town",Apartment / Flat,159 m²,,2.0,,,,,,,,,,
746,2.0,3.0,,105 m²,1.0,15 July 2020,108873489,3100000.0000,"Rosebank, Cape Town",Townhouse,107 m²,1.0,,,,,,,,,,,
747,1.0,2.0,,,,02 September 2020,109056906,495000.0000,"Pelican Park, Cape Town",House,83 m²,,1.0,,1.0,,,,,,,,
748,3.5,3.0,,420 m²,,03 July 2020,108830623,21500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,2.0,1.0,1.0,,,,,,,,
749,2.0,3.0,,142 m²,2.0,16 June 2020,108767208,4295000.0000,"Claremont, Cape Town",Townhouse,273 m²,,,,1.0,,,,,,,,
750,1.0,2.0,1.0,70 m²,1.0,14 August 2020,108988285,1695000.0000,"Observatory, Cape Town",Apartment / Flat,,,,,,,,,,,,,
751,1.0,2.0,1.0,,,10 August 2020,108969746,860000.0000,"14 Sunrise Boulevard, Costa Da Gama, Cape Town",Apartment / Flat,45 m²,,1.0,,,,,,,,,,
752,1.0,1.0,,45 m²,,07 August 2020,108962908,1850000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
753,1.0,1.0,1.0,41 m²,,18 June 2020,108772676,1450000.0000,"3a Howe Street, Observatory, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
754,2.0,3.0,,111 m²,1.0,13 July 2020,108863896,2100000.0000,"8, 99 Rosmead Avenue, Kenilworth, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
755,3.0,6.0,,,,23 June 2020,108792402,10500000.0000,"7 Breda Street, Oranjezicht, Cape Town",House,677 m²,,8.0,,1.0,,,,,,,,
756,2.0,3.0,,124 m²,1.0,19 June 2020,108778248,3495000.0000,"Muizenberg, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
757,3.5,3.0,,,,04 July 2018,106502636,11750000.0000,"9 New Court Alphen, Constantia, Cape Town",Townhouse,259 m²,,,,,1.0,,,,,,,
758,3.0,4.0,,190 m²,2.0,13 June 2020,108759693,3175000.0000,"308 Main Road, Wynberg Upper, Cape Town",Apartment / Flat,,1.0,,,,,,,,,,,
759,1.0,2.0,,,,17 August 2020,108997148,1700000.0000,"Plumstead, Cape Town",Apartment / Flat,74 m²,,1.0,,,,,,,,,,
760,3.0,5.0,,,3.0,07 July 2020,108843565,15900000.0000,"High Constantia, Cape Town",House,4 318 m²,,10.0,1.0,,,,,,,,,
761,2.0,3.0,,,2.0,30 July 2020,108930951,5900000.0000,"Claremont Upper, Cape Town",House,310 m²,,,,,,1.0,,,,,,
762,5.0,5.0,,,2.0,13 August 2020,108984988,10900000.0000,"Constantia, Cape Town",House,2 000 m²,1.0,4.0,,,,,,,,,,
763,1.0,1.0,,69 m²,1.0,22 May 2020,108679306,1495000.0000,"255 Main Road, Claremont, Claremont Upper, Cape Town",Apartment / Flat,62 m²,,,,,1.0,,,,,,,
764,1.0,1.0,,22 m²,,06 August 2020,108960137,650000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,,,,,,,,,,
765,2.0,3.0,1.0,,,24 August 2020,109021724,1250000.0000,"Costa Da Gama, Cape Town",Apartment / Flat,,1.0,3.0,,,,,,,,,,
766,1.0,2.0,,64 m²,1.0,24 July 2020,108912109,1220000.0000,"Marina Da Gama, Cape Town",Townhouse,,1.0,1.0,1.0,1.0,,,,,,,,
767,1.5,3.0,,,,18 August 2020,108999444,1995000.0000,"Woodstock, Cape Town",House,124 m²,,1.0,,,,,,,,,,
768,1.0,1.0,,46 m²,,11 August 2020,108974344,1200000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
769,1.0,2.0,,,1.0,24 June 2020,108793872,1600000.0000,"Unit 1 Seagull 2 Westbury Road, Muizenberg, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,,
770,1.0,3.0,,,,05 August 2020,108955329,1995000.0000,"Crawford, Cape Town",House,420 m²,,,,1.0,,,,,,,,
771,1.0,1.0,,57 m²,1.0,07 August 2020,108965281,2995000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,,1.0,,,,,,,,,
772,2.0,2.0,1.0,85 m²,,06 June 2020,108714343,2250000.0000,"423 Main Road, Observatory, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
773,2.0,2.0,1.0,117 m²,,11 September 2020,109104893,3200000.0000,"De Waterkant, Cape Town",Apartment / Flat,,,2.0,1.0,,,,,,,,,
774,2.0,5.0,1.0,,1.0,28 July 2020,108920127,4990000.0000,"Bergvliet, Cape Town",House,892 m²,1.0,1.0,1.0,1.0,,,,,,,,
775,,,,,,09 September 2020,109093983,749000.0000,"Grassy Park, Cape Town",Apartment / Flat,30 m²,,1.0,,,,,,,,,,
776,1.0,3.0,,,1.0,06 August 2020,108958822,1795000.0000,"Fairways, Cape Town",House,496 m²,,,,,,,,,,,,
777,1.0,3.0,,,1.0,02 July 2020,108822948,999000.0000,"5 May Road, Bishop Lavis, Cape Town",House,394 m²,,1.0,,,,,,,,,,
778,3.0,4.0,,190 m²,6.0,14 July 2020,108868110,2750000.0000,"Muizenberg, Cape Town",House,445 m²,,,,1.0,,,,,,,,
779,1.0,,,35 m²,,08 July 2020,108848456,1095000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
780,1.0,2.0,,54 m²,,29 July 2020,108926080,2200000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
781,1.0,1.0,,42 m²,,29 July 2020,108925953,1490000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
782,1.0,1.0,,57 m²,,12 August 2020,108978425,1795000.0000,"Woodstock, Cape Town",Apartment / Flat,,,,,,,,,,,,,
783,1.0,2.0,,70 m²,,06 August 2020,108959784,2395000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
784,1.0,1.0,,72 m²,,23 July 2020,108906538,5995000.0000,"Mouille Point, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
785,2.0,3.0,,104 m²,,04 June 2020,108708966,3200000.0000,"361 Main Road, Sea Point, Cape Town",Apartment / Flat,,1.0,,,,,1.0,,,,,,
786,2.0,3.0,,107 m²,,15 June 2020,108763129,2250000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
787,1.0,2.0,,60 m²,,13 July 2020,108862070,1290000.0000,"Mowbray, Cape Town",Apartment / Flat,,,1.0,1.0,,,,,,,,,
788,1.0,2.0,,,,05 August 2020,108953544,5400000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
789,1.0,1.0,1.0,,,04 August 2020,108949099,3200000.0000,"157 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,,,
790,1.0,0.5,,43 m²,,15 July 2020,108871534,1390000.0000,"Overbeek, 1 Kloof Street, Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
791,1.0,1.0,,61 m²,,22 July 2020,108898912,1895000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
792,6.0,5.0,,,3.0,18 May 2020,108669548,28500000.0000,"3 De Wilde Gans Road, Constantia, Cape Town",House,1 355 m²,1.0,,1.0,,,,,,,,,
793,2.5,4.0,,227 m²,,02 July 2020,108824810,7500000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
794,1.0,2.0,,,,17 August 2020,108993668,499000.0000,"Bonteheuwel, Cape Town",House,107 m²,,1.0,,,,,,,,,,
795,1.5,2.0,,61 m²,,29 July 2020,108926025,2180000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
796,1.5,2.0,,54 m²,,29 July 2020,108926154,2130000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
797,1.0,2.0,,63 m²,,29 July 2020,108925906,2278800.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
798,4.0,3.0,,417 m²,2.0,11 August 2020,108972106,11520000.0000,"Unit 1, 26 On Brommaert, Constantia, Cape Town",House,659 m²,1.0,,,,,,,,,,,
799,1.0,1.0,,44 m²,,03 August 2020,108944178,1795000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
800,,2.0,,,1.0,12 August 2020,108979104,795000.0000,"Pelican Park, Cape Town",House,206 m²,1.0,,,,,,,,,,,
801,3.5,4.0,,390 m²,2.0,10 July 2020,108859289,5950000.0000,"Newlands, Cape Town",House,773 m²,1.0,2.0,,1.0,,,,,,,,
802,1.0,1.0,,53 m²,,14 July 2020,108868006,2095000.0000,"Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
803,1.0,0.5,,28 m²,,20 March 2020,108590369,1195000.0000,"34 Albion Road, Rondebosch, Cape Town",Apartment / Flat,,1.0,1.0,,1.0,,,,,,,,
804,2.0,2.0,,173 m²,1.0,15 June 2020,108764451,2999000.0000,"Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,,,
805,2.0,3.0,,146 m²,1.0,20 July 2020,108891672,4650000.0000,"Sea Point, Cape Town",Apartment / Flat,169 m²,,,1.0,,1.0,,,,,,,
806,3.0,3.0,1.0,,1.0,16 September 2020,109124996,1390000.0000,"2 St Georges, Muizenberg, Cape Town",Townhouse,,,1.0,,,,,,,,,,
807,2.5,3.0,,260 m²,2.0,14 June 2020,108761146,6750000.0000,"Newlands, Cape Town",Townhouse,,,,,,,,,,,,,
808,2.5,3.0,,,2.0,22 June 2020,108788034,6500000.0000,"14 Meadow Lane, Constantia, Cape Town",House,1 349 m²,1.0,3.0,,1.0,,,,,,,,
809,1.0,1.0,,39 m²,,09 June 2020,108724990,1949000.0000,"16 Bree Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,1.0,,,,,,,,
810,2.0,2.0,,200 m²,,12 July 2020,108861880,6250000.0000,"Oranjezicht, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
811,1.0,3.0,,75 m²,,13 August 2020,108980654,1650000.0000,"Zonnebloem, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,,,
812,3.0,5.0,,,2.0,23 May 2019,107353083,19950000.0000,"Fresnaye, Cape Town",House,594 m²,,,1.0,1.0,,,,1.0,,,,
813,2.0,2.0,,,,01 July 2020,108820745,2500000.0000,"95 Upper Queens, Walmer Estate, Cape Town",House,116 m²,,,,,,,,,,,,
814,1.0,2.0,,90 m²,,27 December 2019,108283260,2599000.0000,"39 High Level Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,,,
815,2.0,2.0,,72 m²,,21 May 2020,108676868,2495000.0000,"50 Roeland Street, Gardens, Cape Town",Apartment / Flat,72 m²,,,1.0,1.0,,2.0,,,,,,
816,1.0,2.0,,67 m²,,22 June 2020,108784788,1850000.0000,"Rosebank, Cape Town",Apartment / Flat,,,,,,,2.0,,,,,,
817,1.0,2.0,,89 m²,,14 August 2020,108988151,3590000.0000,"Sea Point, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
818,2.0,2.0,,,,08 August 2020,108966729,2395000.0000,"Green Point, Cape Town",Apartment / Flat,88 m²,,1.0,,,,,,,,,,
819,1.0,3.0,1.0,,,24 July 2020,108911859,1585000.0000,"41a Cavendish Street, Woodstock, Cape Town",House,91 m²,1.0,,,,,,,,,,,
820,1.0,2.0,,88 m²,1.0,24 July 2020,108911634,2995000.0000,"Wynberg Upper, Cape Town",Apartment / Flat,,,,,,,,,,,,,
821,4.5,4.0,,,2.0,24 July 2020,108909908,9900000.0000,"Oranjezicht, Cape Town",House,,1.0,4.0,1.0,,,,,,,,,
822,1.0,1.0,,61 m²,1.0,11 May 2020,108654851,1830000.0000,"14 Darling Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,,,
823,3.0,3.0,,,,11 August 2020,108973164,4850000.0000,"Sea Point, Cape Town",Apartment / Flat,,1.0,1.0,,1.0,,,,,,,,
824,6.5,6.0,,,4.0,31 July 2020,105899845,18750000.0000,"Kenilworth Upper, Cape Town",House,2 498 m²,,5.0,1.0,1.0,,,,,,,,
825,3.0,5.0,,,2.0,09 March 2020,108547238,19950000.0000,"Fresnaye, Cape Town",House,595 m²,1.0,,1.0,,,,,,,,,
826,1.0,1.0,,37 m²,,26 June 2020,108805380,1600000.0000,"38 Main Road, Three Anchor Bay, Cape Town",Apartment / Flat,37 m²,,1.0,,1.0,,,,,,,,
827,5.5,5.0,,597 m²,3.0,18 May 2020,108667770,12500000.0000,"6 Spaarman Avenue, Constantia, Cape Town",House,2 338 m²,1.0,,1.0,,,,,,,,,
828,1.0,1.0,,87 m²,,31 July 2020,108933861,5100000.0000,"Sea Point, Cape Town",Apartment / Flat,,,2.0,1.0,,,,,,,,,
829,2.0,3.0,,146 m²,1.0,20 July 2020,108891672,4650000.0000,"Sea Point, Cape Town",Apartment / Flat,169 m²,,,1.0,,1.0,,,,,,,
830,1.0,1.0,,,1.0,17 July 2020,108881947,2795000.0000,"70 Prestwich Street, De Waterkant, Cape Town",Apartment / Flat,55 m²,,,1.0,,,,,,,,,
831,1.0,1.0,,77 m²,,09 May 2020,108653329,2850000.0000,"1 Cast Anchor Way, Foreshore, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
832,1.0,2.0,,84 m²,,03 July 2020,108830787,1375000.0000,"6 Meersig Close, Elfindale, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
833,6.5,5.0,,,2.0,14 August 2020,108986180,38000000.0000,"Higgovale, Cape Town",House,915 m²,,2.0,1.0,1.0,,,,,,,,
834,1.0,1.0,,43 m²,,27 July 2020,108917942,850000.0000,"Pinelands, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
835,4.0,5.0,1.0,,1.0,04 August 2020,108946101,7900000.0000,"Kenilworth Upper, Cape Town",House,1 011 m²,,2.0,,,,,,,,,,
836,1.0,2.0,,55 m²,,10 July 2020,108857082,1150000.0000,"Pinelands, Cape Town",Apartment / Flat,,,1.0,,,1.0,,,,,,,
837,3.0,4.0,1.0,,2.0,07 July 2020,108843564,4500000.0000,"Kirstenhof, Cape Town",House,731 m²,1.0,4.0,1.0,,,,,,,,,
838,1.0,1.0,,57 m²,1.0,09 June 2020,108722342,1695000.0000,"57 Church Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,,,,,,
839,8.0,8.0,,,3.0,11 August 2020,108972052,20000000.0000,"Kenilworth Upper, Cape Town",House,2 825 m²,1.0,10.0,1.0,1.0,,,,,,,,
840,3.0,4.0,,,2.0,05 August 2020,108954063,7950000.0000,"Kenilworth Upper, Cape Town",House,698 m²,,,,,,,,,,,,
841,1.0,2.0,,91 m²,,31 July 2020,108937046,1850000.0000,"Observatory, Cape Town",House,130 m²,,,,,,1.0,,,,,,
842,4.5,7.0,,,2.0,24 July 2020,108908242,7995000.0000,"Constantia, Cape Town",House,1 552 m²,,,1.0,1.0,,,,,,,,
843,1.0,,,62 m²,,28 July 2020,108921561,1550000.0000,"Salt River, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
844,2.0,3.0,,172 m²,1.0,10 July 2020,108855927,6950000.0000,"Oranjezicht, Cape Town",House,241 m²,,,,1.0,,,,,,,,
845,1.0,1.0,,55 m²,,14 May 2020,108662125,3250000.0000,"2 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,,,,,1.0,,,,,,
846,1.0,1.0,,38 m²,,03 July 2020,108828813,750000.0000,"Pinelands, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,,,,,,
847,,,,,,20 August 2020,109009473,1199000.0000,"Heathfield, Cape Town",Apartment / Flat,,,,,,,,,,,,,
848,1.0,2.0,,65 m²,1.0,09 July 2020,108855259,1750000.0000,"Rondebosch, Cape Town",Apartment / Flat,,,,,1.0,,,,,,,,
849,2.0,3.0,,,,15 June 2020,108763436,5695000.0000,"4 Richmond Road, Green Point, Cape Town",House,292 m²,,2.0,1.0,,,,,,,,,
850,1.0,1.0,,50 m²,,24 June 2020,108794152,1850000.0000,"Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,1.0,,1.0,,1.0,,,,,
851,1.0,2.0,,49 m²,,03 August 2020,108942013,699500.0000,"23 York Road, Wynberg, Cape Town",Apartment / Flat,,,1.0,,,,,,,,,,
